"In 1988 , he directed three productions : ` ` A Street Car Named Desire ' ' on Broadway , ` ` Sweet Bird of Youth ' ' at the Royal Alexandra Theatre in Toronto , Canada , and ` ` The Legend of Oedipus ' ' in Williamstown .",Royal Alexandra Theatre,located in,Toronto
"In 1988 , he directed three productions : ` ` A Street Car Named Desire ' ' on Broadway , ` ` Sweet Bird of Youth ' ' at the Royal Alexandra Theatre in Toronto , Canada , and ` ` The Legend of Oedipus ' ' in Williamstown .",Royal Alexandra Theatre,organization based in,Canada
"In 1988 , he directed three productions : ` ` A Street Car Named Desire ' ' on Broadway , ` ` Sweet Bird of Youth ' ' at the Royal Alexandra Theatre in Toronto , Canada , and ` ` The Legend of Oedipus ' ' in Williamstown .",Toronto,organization based in,Canada
"In 1882 , the notorious outlaw Jesse James was shot to death in St. Joseph , Mo. , by Robert Ford , a member of his own gang .",Robert Ford,kill,Jesse James
"Sirhan Sirhan , in his first television interview , called Sen. Robert F. Kennedy his hero , but said he killed the presidential candidate more than 20 years ago because he felt betrayed by Kennedy 's support for Israel .",Sirhan Sirhan,kill,Sen. Robert F. Kennedy
"Spokesman Dietmar Kanzer of the smaller Rollei company , which employs about 270 people , told the AP the firm had great success with its new Roliflex 6008 camera in 1988 .",Dietmar Kanzer,work for,Rollei
"SOLEDAD , Calif. _ A state parole board refused to release from prison Sirhan B. Sirhan , convicted of killing Robert F. Kennedy in 1968 .",Sirhan B. Sirhan,kill,Robert F. Kennedy
"Ulysses S. Grant ( 18th President ) : Born April 27 , 1822 , in a one-room , 16x19-foot home in Point Pleasant , Ohio , overlooking the Ohio River .",Sirhan B. Sirhan,kill,Robert F. Kennedy
"In 1969 , James Earl Ray pleaded guilty in Memphis , Tenn. , to the assassination of civil rights leader Martin Luther King Junior .",James Earl Ray,kill,Martin Luther King Junior
Beijing CHINA DAILY ( SCIENCE MEDICINE ),CHINA DAILY,organization based in,Beijing
"Ozawa on U.S. Ties , Political Realignment OW1502060194 Tokyo YOMIURI SHIMBUN in Japanese 14 Feb 94 Morning Edition p 6 -- FOR OFFICIAL USE ONLY",YOMIURI SHIMBUN,organization based in,Tokyo
"In a 5-1 decision , the Supreme Court said Roger Mauro and his wife , Lois , cannot collect damages for his fear that he may contract cancer after being exposed to asbestos fibers while working as a plumber-steamfitter for more than a decade at Ancora State Psychiatric Hospital in Hammonton.",Roger Mauro,work for,Ancora State Psychiatric Hospital
"In a 5-1 decision , the Supreme Court said Roger Mauro and his wife , Lois , cannot collect damages for his fear that he may contract cancer after being exposed to asbestos fibers while working as a plumber-steamfitter for more than a decade at Ancora State Psychiatric Hospital in Hammonton.",Roger Mauro,work for,Ancora State Psychiatric Hospital
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;",Weiss,kill,Huey Long
Beijing XINHUA,XINHUA,organization based in,Beijing
"Higgins , 44 , was seized while assigned to a United Nations peacekeeping force.",Higgins,work for,United Nations
"In 1751 , James Madison , fourth president of the United States , was born in Port Conway , Va.",Higgins,work for,United Nations
"Anderson , the GE attorney , said in a letter dated June 2 , 1988 , that : ` ` In late May 1988 , it was discovered that prior to July 1987 , a particular flow leak check , which is required by GEAE ( General Electric Aircraft Engine ) specifications , was not performed on the F404 check and drain valves. ' '",Anderson,work for,GE
"Stacy Lin Bickel , 25 , of Tempe pleaded guilty in November to negligent homicide in the death of Deborah Sue Tomazin , 24 , of Phoenix .",Stacy Lin Bickel,live in,Tempe
"Stacy Lin Bickel , 25 , of Tempe pleaded guilty in November to negligent homicide in the death of Deborah Sue Tomazin , 24 , of Phoenix .",Deborah Sue Tomazin,live in,Phoenix
Official Views Danger of Slow Constitutional Revision PY2202163894 Sao Paulo O ESTADO DE SAO PAULO in Portuguese 20 Feb 94 p A7,O ESTADO DE SAO PAULO,organization based in,Sao Paulo
Beijing XINHUA Domestic Service,XINHUA,organization based in,Beijing
"The Warren Commission concluded that Lee Harvey Oswald , acting alone , fired the shots that killed Kennedy and wounded Texas Gov. John Connally .",Lee Harvey Oswald,kill,Kennedy
"In 1964 , a jury in Dallas found Jack Ruby guilty of murdering Lee Harvey Oswald , the accused assassin of President Kennedy.",Jack Ruby,kill,Lee Harvey Oswald
"MILLINOCKET , Maine ( AP )",MILLINOCKET,located in,Maine
"MILLINOCKET , Maine ( AP )",AP,organization based in,MILLINOCKET
"MILLINOCKET , Maine ( AP )",AP,organization based in,Maine
"Mark David Chapman , sentenced to 20 years to life for the murder of former Beatle John Lennon , staged a hunger strike to call attention to starving children .",Mark David Chapman,kill,Beatle John Lennon
"These negotiations on the final status , as is clear in the Declaration of Principles , emphasize that Jerusalem is one of the five most important topics that will be discussed at these final negotiations. ( Mu 'addi ) Dr. Nabil Sha 'th , member of the Palestinian National Authority , thank you very much. ( Sha 'th ) Thank you .",Nabil,work for,Palestinian National Authority
"But now the gang , led by Booth , turns into Team Mephistopheles , urging a sullen Oswald to follow their example and earn his place in history by killing Jack Kennedy .",Oswald,kill,Jack Kennedy
"Copland , who was born in Brooklyn , lives in upstate New York and is in failing health.",Copland,born in,Brooklyn
"The explosion set fire to about 100 yards of wooded area , said Lt. Jim Bowell of the Butler Township Fire Department .",Jim Bowell,work for,Butler Township Fire Department
"Mauro sued product manufacturers Owens-Corning Fiberglass of Toledo , Ohio ;",Owens-Corning Fiberglass,organization based in,Toledo
"Mauro sued product manufacturers Owens-Corning Fiberglass of Toledo , Ohio ;",Owens-Corning Fiberglass,organization based in,Ohio
"Mauro sued product manufacturers Owens-Corning Fiberglass of Toledo , Ohio ;",Toledo,organization based in,Ohio
"The timer valve manufactured by GE for the CFM56 engine on the 737 could not have caused the turbine to fail or threatened flight safety even if the valve malfunctioned , Kennedy said in telephone interview from his office in Cincinnati , where GE 's aircraft engine operations are based .",Kennedy,works in,Cincinnati
"The timer valve manufactured by GE for the CFM56 engine on the 737 could not have caused the turbine to fail or threatened flight safety even if the valve malfunctioned , Kennedy said in telephone interview from his office in Cincinnati , where GE 's aircraft engine operations are based .",Kennedy,work for,GE
"Maxwell 's Plum , once a hot spot among trendy New Yorkers in the 1960s , saw its fortunes fail in the highly competitive Manhattan restaurant market of the 1980s .",Kennedy,work for,GE
"( Text ) Prague , March 5 ( TANJUG ) -- The Committee of Senior Officials of the Conference on Security and Cooperation in Europe ( CSCE ) meeting in Prague called for the early return of its missions to Kosovo , Sandzak and Vojvodina in the Yugoslav Republic of Serbia .",Kosovo,part of,Yugoslav Republic of Serbia
"( Text ) Prague , March 5 ( TANJUG ) -- The Committee of Senior Officials of the Conference on Security and Cooperation in Europe ( CSCE ) meeting in Prague called for the early return of its missions to Kosovo , Sandzak and Vojvodina in the Yugoslav Republic of Serbia .",Sandzak,part of,Yugoslav Republic of Serbia
"( Text ) Prague , March 5 ( TANJUG ) -- The Committee of Senior Officials of the Conference on Security and Cooperation in Europe ( CSCE ) meeting in Prague called for the early return of its missions to Kosovo , Sandzak and Vojvodina in the Yugoslav Republic of Serbia .",Vojvodina,part of,Yugoslav Republic of Serbia
"In 1963 , in a scene captured on live network television , Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald , the accused assassin of President Kennedy .",Jack Ruby,kill,Lee Harvey Oswald
"In 1963 , in a scene captured on live network television , Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald , the accused assassin of President Kennedy .",Lee Harvey Oswald,accused assassin of,President Kennedy
"But Ms. Monnett , who said most of her reviews are positive , vowed to continue writing reviews _ even if she has to travel 90 miles to Yuma , Ariz. , to see the pictures .",Yuma,none,Ariz.
"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",Becton Dickinson Co.,organization based in,Franklin Lakes
"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",Becton Dickinson Co.,organization based in,N.J.
"The Becton Dickinson Co. of Franklin Lakes , N.J. , donates the needle containers , worth about $2 each.",Franklin Lakes,located in,N.J.
"The seven-member jury decided Darly Alves da Silva planned the Dec. 22 , 1988 , slaying and that his son Darci Alves Pereira fired the shotgun that killed Mendes .",Darly Alves da Silva,planned the killing of,Mendes
"The seven-member jury decided Darly Alves da Silva planned the Dec. 22 , 1988 , slaying and that his son Darci Alves Pereira fired the shotgun that killed Mendes .",Darci Alves Pereira,killed,Mendes
"Hurricane warnings were posted from Freeport , Texas , to Morgan City , La.",Freeport,none,Texas
"Hurricane warnings were posted from Freeport , Texas , to Morgan City , La.",Morgan City,none,La.
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",S.A. Healy Co.,organization based in,McCook
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",S.A. Healy Co.,organization based in,Ill.
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",McCook,organization based in,Ill.
